SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-26-2021,Single Family Residential,1120 Hudson Ct,SAN CARLOS,CA,94070,3075000,4,2.5,SAN CARLOS,2600,10000,1964,34,1183,,Sold,,,http://www.redfin.com/CA/San-Carlos/1120-Hudson-Ct-94070/home/1915472,MLSListings,ML81848753,N,Y,37.4820629,-122.2829291
PAST SALE,,Single Family Residential,43 Willow Glen Way,San Carlos,CA,94070,2050000,3,2.0,,1900,10900,1933,,1079,,,,,http://www.redfin.com/CA/San-Carlos/43-Willow-Glen-Way-94070/home/781011,,,N,Y,37.4987439,-122.2787471
PAST SALE,April-20-2021,Single Family Residential,107 Winding Way,SAN CARLOS,CA,94070,2400000,3,2.5,SAN CARLOS,2550,5786,2000,131,941,,Sold,,,http://www.redfin.com/CA/San-Carlos/107-Winding-Way-94070/home/1314868,MLSListings,ML81839904,N,Y,37.4953867,-122.2799433
PAST SALE,July-19-2021,Single Family Residential,38 Winding Way,SAN CARLOS,CA,94070,2960000,4,3.5,SAN CARLOS,2387,7100,2018,41,1240,,Sold,,,http://www.redfin.com/CA/San-Carlos/38-Winding-Way-94070/home/144111041,MLSListings,ML81849765,N,Y,37.4951664,-122.2793268
PAST SALE,August-2-2021,Single Family Residential,160 Plymouth Ave,SAN CARLOS,CA,94070,2750000,3,2.0,SAN CARLOS,1440,8190,1941,27,1910,,Sold,,,http://www.redfin.com/CA/San-Carlos/160-Plymouth-Ave-94070/home/782805,MLSListings,ML81852490,N,Y,37.4993929,-122.2802977
PAST SALE,May-25-2021,Single Family Residential,1001 Crestview Dr,SAN CARLOS,CA,94070,2225000,3,2.0,SAN CARLOS,2030,6969,1975,96,1096,,Sold,,,http://www.redfin.com/CA/San-Carlos/1001-Crestview-Dr-94070/home/1231051,MLSListings,ML81839393,Y,Y,37.4844698,-122.2839949
PAST SALE,March-3-2021,Single Family Residential,1130 Royal Ln,SAN CARLOS,CA,94070,2100000,3,2.5,SAN CARLOS,2540,2496,1983,179,827,506,Sold,,,http://www.redfin.com/CA/San-Carlos/1130-Royal-Ln-94070/home/1275821,MLSListings,ML81818995,N,Y,37.4809564,-122.2843292
PAST SALE,,Single Family Residential,480 Erlin Dr,San Carlos,CA,94070,2484000,3,2.0,,2780,16490,1970,,894,,,,,http://www.redfin.com/CA/San-Carlos/480-Erlin-Dr-94070/home/767889,,,N,Y,37.510206,-122.273785
PAST SALE,August-24-2021,Single Family Residential,101 Hillcrest Rd,SAN CARLOS,CA,94070,2100000,3,2.0,SAN CARLOS,1480,12615,1954,5,1419,,Sold,,,http://www.redfin.com/CA/San-Carlos/101-Hillcrest-Rd-94070/home/2059031,MLSListings,ML81851497,N,Y,37.5084715,-122.2717469
PAST SALE,July-9-2021,Single Family Residential,11 Del Rey Ct,SAN CARLOS,CA,94070,2500000,3,2.0,SAN CARLOS,1580,5306,1959,51,1582,,Sold,,,http://www.redfin.com/CA/San-Carlos/11-Del-Rey-Ct-94070/home/2037222,MLSListings,ML81849561,Y,Y,37.505841,-122.2722786
PAST SALE,July-29-2021,Single Family Residential,1723 Fernwood Way,BELMONT,CA,94002,2455000,4,3.0,BELMONT,1703,7600,1955,31,1442,,Sold,,,http://www.redfin.com/CA/Belmont/1723-Fernwood-Way-94002/home/766997,MLSListings,ML81853513,N,Y,37.5104307,-122.2879397
PAST SALE,August-16-2021,Single Family Residential,1527 Altura Way,BELMONT,CA,94002,2450000,3,2.0,BELMONT,1290,8400,1955,13,1899,,Sold,,,http://www.redfin.com/CA/Belmont/1527-Altura-Way-94002/home/769678,MLSListings,ML81852824,N,Y,37.5105579,-122.2820698
PAST SALE,August-6-2021,Single Family Residential,362 Beverly Dr,SAN CARLOS,CA,94070,2350000,3,2.0,SAN CARLOS,1700,9000,1957,23,1382,,Sold,,,http://www.redfin.com/CA/San-Carlos/362-Beverly-Dr-94070/home/782246,MLSListings,ML81851773,N,Y,37.5010296,-122.2827787
PAST SALE,,Single Family Residential,496 Wellington Dr,San Carlos,CA,94070,1550000,3,2.0,,1500,4888,1960,,1033,,,,,http://www.redfin.com/CA/San-Carlos/496-Wellington-Dr-94070/home/1323107,,,N,Y,37.5084849,-122.2806521
PAST SALE,June-29-2021,Single Family Residential,425 Shelford,San Carlos,CA,94070,1650000,5,5.5,San Carlos,3700,18731,1965,61,446,,Sold,,,http://www.redfin.com/CA/San-Carlos/425-Shelford-Ave-94070/home/1533867,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40942435,N,Y,37.5113171,-122.2752914
PAST SALE,June-3-2021,Single Family Residential,1536 Harbor Blvd,BELMONT,CA,94002,2310000,4,2.0,BELMONT,2360,34850,1953,87,979,,Sold,,,http://www.redfin.com/CA/Belmont/1536-Harbor-Blvd-94002/home/1305995,MLSListings,ML81841634,N,Y,37.5132131,-122.2747154
PAST SALE,,Single Family Residential,1512 Chula Vista Dr,Belmont,CA,94002,1500000,3,2.0,,1740,6390,1954,,862,,,,,http://www.redfin.com/CA/Belmont/1512-Chula-Vista-Dr-94002/home/769569,,,N,Y,37.511475,-122.2854367
PAST SALE,April-9-2021,Single Family Residential,2806 San Carlos Ave,SAN CARLOS,CA,94070,1870000,3,2.0,SAN CARLOS,1210,6500,1953,142,1545,,Sold,,,http://www.redfin.com/CA/San-Carlos/2806-San-Carlos-Ave-94070/home/783985,MLSListings,ML81831534,N,Y,37.507029,-122.2857911
PAST SALE,April-13-2021,Single Family Residential,1516 Chula Vista Dr,Belmont,CA,94002,1500000,3,2.0,Belmont,1220,6674,1954,138,1230,,Sold,,,http://www.redfin.com/CA/Belmont/1516-Chula-Vista-Dr-94002/home/1201132,San Francisco MLS,421529180,N,Y,37.51137,-122.2856582
PAST SALE,June-11-2021,Single Family Residential,58 Club Dr,SAN CARLOS,CA,94070,3000000,5,3.5,SAN CARLOS,3251,7200,1975,79,923,,Sold,,,http://www.redfin.com/CA/San-Carlos/58-Club-Dr-94070/home/2009083,MLSListings,ML81845094,N,Y,37.5036863,-122.2853481
PAST SALE,,Single Family Residential,332 Devonshire Blvd,San Carlos,CA,94070,4500000,5,4.5,,4200,28780,2004,,1071,,,,,http://www.redfin.com/CA/San-Carlos/332-Devonshire-Blvd-94070/home/787670,,,N,Y,37.4963304,-122.2853703
PAST SALE,June-10-2021,Single Family Residential,116 Normandy Ct,SAN CARLOS,CA,94070,3850000,4,3.0,SAN CARLOS,2920,10000,1980,80,1318,,Sold,,,http://www.redfin.com/CA/San-Carlos/116-Normandy-Ct-94070/home/1886314,MLSListings,ML81835893,N,Y,37.4894959,-122.2880948
PAST SALE,June-10-2021,Single Family Residential,717 Best Ct,SAN CARLOS,CA,94070,3898000,5,4.5,SAN CARLOS,4210,18731,1989,80,926,,Sold,,,http://www.redfin.com/CA/San-Carlos/717-Best-Ct-94070/home/1983748,MLSListings,ML81841106,N,Y,37.4884581,-122.2913729
PAST SALE,,Single Family Residential,16 Elston Ct,San Carlos,CA,94070,3400000,5,4.0,,3585,7524,1990,,948,,,,,http://www.redfin.com/CA/San-Carlos/16-Elston-Ct-94070/home/798681,,,N,Y,37.4973854,-122.2760889
PAST SALE,July-19-2021,Single Family Residential,830 Buckland Ave,SAN CARLOS,CA,94070,2500000,4,3.0,SAN CARLOS,2550,7200,1955,41,980,,Sold,,,http://www.redfin.com/CA/San-Carlos/830-Buckland-Ave-94070/home/1370075,MLSListings,ML81849593,N,Y,37.5117984,-122.2781269
PAST SALE,August-20-2021,Single Family Residential,875 Buckland Ave,SAN CARLOS,CA,94070,2391400,4,3.0,SAN CARLOS,1890,7200,1955,9,1265,,Sold,,,http://www.redfin.com/CA/San-Carlos/875-Buckland-Ave-94070/home/1059010,MLSListings,ML81852763,N,Y,37.5113748,-122.2770636
PAST SALE,June-10-2021,Single Family Residential,2462 Hallmark Dr,BELMONT,CA,94002,3705000,4,3.5,BELMONT,3060,16380,1976,80,1211,,Sold,,,http://www.redfin.com/CA/Belmont/2462-Hallmark-Dr-94002/home/1624199,MLSListings,ML81845052,N,Y,37.4991711,-122.3027127
PAST SALE,June-21-2021,Single Family Residential,2458 Hallmark Dr,Belmont,CA,94002-2908,2638000,3,2.0,Belmont,2060,7326,1976,69,1281,,Sold,,,http://www.redfin.com/CA/Belmont/2458-Hallmark-Dr-94002/home/1648972,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40950910,N,Y,37.4990652,-122.3024469
PAST SALE,June-1-2021,Single Family Residential,2204 San Carlos Ave,SAN CARLOS,CA,94070,2100000,3,3.0,SAN CARLOS,1610,6500,1947,89,1304,,Sold,,,http://www.redfin.com/CA/San-Carlos/2204-San-Carlos-Ave-94070/home/1378412,MLSListings,ML81826414,N,Y,37.5024356,-122.2765762
PAST SALE,July-2-2021,Single Family Residential,26 Dover Ct,SAN CARLOS,CA,94070,2000000,3,2.5,SAN CARLOS,1820,9800,1933,58,1099,,Sold,,,http://www.redfin.com/CA/San-Carlos/26-Dover-Ct-94070/home/1741554,MLSListings,ML81846122,N,Y,37.4956812,-122.2827787
PAST SALE,June-1-2021,Single Family Residential,1357 Woodland Ave,SAN CARLOS,CA,94070,2275000,3,2.0,SAN CARLOS,1495,4880,1945,89,1522,,Sold,,,http://www.redfin.com/CA/San-Carlos/1357-Woodland-Ave-94070/home/801894,MLSListings,ML81840769,Y,Y,37.4956207,-122.2535354
PAST SALE,May-21-2021,Single Family Residential,1801 Greenwood Ave,SAN CARLOS,CA,94070,1837000,2,1.0,SAN CARLOS,830,5160,1938,100,2213,,Sold,,,http://www.redfin.com/CA/San-Carlos/1801-Greenwood-Ave-94070/home/1461959,MLSListings,ML81837896,Y,Y,37.4960086,-122.2566816
PAST SALE,July-2-2021,Single Family Residential,1731 Brittan Ave,San Carlos,CA,94070,2888000,4,3.0,San Carlos,2262,4880,1947,58,1277,,Sold,,,http://www.redfin.com/CA/San-Carlos/1731-Brittan-Ave-94070/home/1616544,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40957079,N,Y,37.4964669,-122.2578781
