SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-10-2021,Single Family Residential,22 Shorebreeze Ct,East Palo Alto,CA,94303,1575000,4,2.5,East Palo Alto,2350,5290,2003,19,670,48,Sold,,,http://www.redfin.com/CA/East-Palo-Alto/22-Shorebreeze-Ct-94303/home/1010610,San Francisco MLS,421571890,N,Y,37.4644215,-122.1280973
PAST SALE,August-31-2021,Single Family Residential,224 Daphne Way,EAST PALO ALTO,CA,94303,1076000,3,2.0,EAST PALO ALTO,1557,5720,1952,29,691,,Sold,,,http://www.redfin.com/CA/East-Palo-Alto/224-Daphne-Way-94303/home/1909647,MLSListings,ML81855883,N,Y,37.4545836,-122.1257016
PAST SALE,September-14-2021,Single Family Residential,23923 Jabil Ln,LOS ALTOS HILLS,CA,94024,11500000,6,6.0,LOS ALTOS HILLS,8600,60987,2007,15,1337,,Sold,,,http://www.redfin.com/CA/Los-Altos-Hills/23923-Jabil-Ln-94024/home/1499907,MLSListings,ML81837576,N,Y,37.3456532,-122.1153017
PAST SALE,September-17-2021,Single Family Residential,3292 Fallen Leaf St,PALO ALTO,CA,94303,2800000,4,2.5,PALO ALTO,2015,3253,2009,12,1390,138,Sold,,,http://www.redfin.com/CA/Palo-Alto/3292-Fallen-Leaf-St-94303/home/40175538,MLSListings,ML81859014,N,Y,37.436467,-122.1120357
PAST SALE,September-2-2021,Single Family Residential,680 Yosemite Ave,MOUNTAIN VIEW,CA,94041,3700000,4,3.0,MOUNTAIN VIEW,3119,7700,1923,27,1186,,Sold,,,http://www.redfin.com/CA/Mountain-View/680-Yosemite-Ave-94041/home/1512590,MLSListings,ML81846101,N,Y,37.3865884,-122.081725
PAST SALE,September-3-2021,Single Family Residential,1219 Portland Ave,LOS ALTOS,CA,94024,3150000,2,1.0,LOS ALTOS,1728,13071,1927,26,1823,,Sold,,,http://www.redfin.com/CA/Los-Altos/1219-Portland-Ave-94024/home/1653141,MLSListings,ML81851630,N,Y,37.3599276,-122.0804378
PAST SALE,September-8-2021,Single Family Residential,838 Mesa Ct,PALO ALTO,CA,94306,4750000,4,3.5,PALO ALTO,3138,20229,1974,21,1514,,Sold,,,http://www.redfin.com/CA/Palo-Alto/838-Mesa-Ct-94306/home/636376,MLSListings,ML81859846,N,Y,37.3960991,-122.1329331
PAST SALE,August-31-2021,Single Family Residential,474 Monroe Dr,PALO ALTO,CA,94306,3325000,3,2.5,PALO ALTO,2334,11396,1988,29,1425,,Sold,,,http://www.redfin.com/CA/Palo-Alto/474-Monroe-Dr-94306/home/2120765,MLSListings,ML81851009,N,Y,37.4067792,-122.1190907
PAST SALE,,Single Family Residential,3787 Woodside Rd,Woodside,CA,94062,10800000,5,5.0,,7030,131987,1998,,1536,,,,,http://www.redfin.com/CA/Woodside/3787-Woodside-Rd-94062/home/892646,,,N,Y,37.4179264,-122.2656103
PAST SALE,September-9-2021,Single Family Residential,793 Gantry Way,MOUNTAIN VIEW,CA,94040,2400000,4,2.0,MOUNTAIN VIEW,1320,6689,1952,20,1818,,Sold,,,http://www.redfin.com/CA/Mountain-View/793-Gantry-Way-94040/home/1096194,MLSListings,ML81857500,N,Y,37.3712077,-122.0865629
PAST SALE,September-3-2021,Single Family Residential,1722 Walnut Dr,MOUNTAIN VIEW,CA,94040,3121000,3,2.0,MOUNTAIN VIEW,1524,8162,1955,26,2048,,Sold,,,http://www.redfin.com/CA/Mountain-View/1722-Walnut-Dr-94040/home/644544,MLSListings,ML81853292,N,Y,37.3728589,-122.0925766
